market,ma,ngay,khoi_luong_mua,gia_tri_mua,khoi_luong_ban,gia_tri_ban,khoi_luong_giao_dich_rong,gia_tri_giao_dich_rong,room_con_lai,dang_so_huu
HOSE,GAB,2022-11-22,0,0,0,0,0,0,4425748,
HOSE,DRL,2022-11-22,0,0,0,1334000,0,-1334000,4425748,
HOSE,VNL,2022-11-22,0,33490000,0,0,0,33490000,3735120,
HOSE,GMC,2022-11-22,0,5700000,0,11400000,0,-5700000,13418778,
HOSE,VMD,2022-11-22,0,51900000,0,0,0,51900000,7345150,
HOSE,DMC,2022-11-22,0,38610000,0,0,0,38610000,15589890,
HOSE,DTA,2022-11-22,0,5490000,0,0,0,5490000,8825251,
HOSE,DTL,2022-11-22,0,0,0,683800,0,-683800,30102450,
HOSE,DTT,2022-11-22,0,0,0,0,0,0,3975195,
HOSE,FUEIP100,2022-11-22,0,9772000,0,0,0,9772000,5655100,
HOSE,FUCTVGF4,2022-11-22,0,0,0,0,0,0,9829400,
HOSE,FUCTVGF3,2022-11-22,0,0,0,0,0,0,9751392,
HOSE,HAS,2022-11-22,0,837000,0,0,0,837000,2584159,
HOSE,DVP,2022-11-22,2200,93500000,2200,93500000,0,0,14692319,
HOSE,FDC,2022-11-22,0,0,0,7170600,0,-7170600,19308250,
HOSE,HCD,2022-11-22,0,0,0,10185000,0,-10185000,15450682,
HOSE,VID,2022-11-22,0,0,0,602000,0,-602000,20233544,
HOSE,VIP,2022-11-22,0,0,0,1237872000,0,-1237872000,31950096,
HOSE,GMH,2022-11-22,0,6400000,0,0,0,6400000,8242700,
HOSE,VPS,2022-11-22,0,32400000,0,0,0,32400000,11819623,
HOSE,FIT,2022-11-22,0,0,0,234080,0,-234080,11819623,
HOSE,DHM,2022-11-22,0,0,0,2967000,0,-2967000,11819623,
HOSE,GTA,2022-11-22,0,0,0,116000,0,-116000,5036715,
HOSE,GSP,2022-11-22,0,0,0,0,0,0,5036715,
HOSE,VPD,2022-11-22,0,0,0,6165000,0,-6165000,52174759,
HOSE,LSS,2022-11-22,0,0,0,3330000,0,-3330000,52174759,
HOSE,VCA,2022-11-22,0,996000,0,0,0,996000,6152725,
HOSE,MCP,2022-11-22,0,0,0,359100,0,-359100,7361080,
HOSE,MCG,2022-11-22,0,546000,0,0,0,546000,28069591,
HOSE,CCI,2022-11-22,0,0,0,87000000,0,-87000000,28069591,
HOSE,LGC,2022-11-22,0,0,0,44010000,0,-44010000,7738849,
HOSE,LEC,2022-11-22,0,0,0,15572000,0,-15572000,12785977,
HOSE,VCF,2022-11-22,0,43220000,0,0,0,43220000,12847941,
HOSE,LM8,2022-11-22,0,0,0,12870000,0,-12870000,12847941,
HOSE,CCL,2022-11-22,0,14280000,0,0,0,14280000,26127265,
HOSE,LGL,2022-11-22,0,32100000,0,0,0,32100000,24292973,
HOSE,MDG,2022-11-22,0,21720000,0,0,0,21720000,5334225,
HOSE,EMC,2022-11-22,0,0,0,0,0,0,5334225,
HOSE,NCT,2022-11-22,0,0,0,76230000,0,-76230000,4627364,
HOSE,C32,2022-11-22,0,14000000,0,0,0,14000000,6695353,
HOSE,UIC,2022-11-22,0,0,0,350000,0,-350000,6695353,
HOSE,HU3,2022-11-22,0,719000,0,0,0,719000,4430782,
HOSE,VAF,2022-11-22,0,0,0,56700000,0,-56700000,18440186,
HOSE,C47,2022-11-22,0,0,0,423950,0,-423950,18440186,
HOSE,CAV,2022-11-22,0,0,0,2387500,0,-2387500,28094952,
HOSE,MHC,2022-11-22,0,1640000,0,0,0,1640000,19362894,
HOSE,NAV,2022-11-22,0,18400000,0,0,0,18400000,3841253,
HOSE,NAF,2022-11-22,0,25020000,0,0,0,25020000,46734000,
HOSE,MWG,2022-11-22,0,4065000000,0,4065000000,0,0,46734000,
HOSE,KHP,2022-11-22,0,0,0,184100000,0,-184100000,28405439,
HOSE,CLL,2022-11-22,0,12275000,0,0,0,12275000,14269539,
HOSE,CLW,2022-11-22,0,37000000,0,0,0,37000000,5737010,
HOSE,CIG,2022-11-22,0,0,0,208500000,0,-208500000,15443761,
HOSE,CKG,2022-11-22,0,0,0,379320000,0,-379320000,15443761,
HOSE,CLC,2022-11-22,0,46130000,0,0,0,46130000,12281554,
HOSE,IMP,2022-11-22,0,0,0,263105200,0,-263105200,16785747,
HOSE,ILB,2022-11-22,0,551475000,0,0,0,551475000,11635900,
HOSE,VFG,2022-11-22,0,0,0,86900,0,-86900,19340633,
HOSE,CMV,2022-11-22,0,0,0,1420000,0,-1420000,19340633,
HOSE,VDP,2022-11-22,0,0,0,0,0,0,19340633,
HOSE,ITC,2022-11-22,0,0,0,1150000,0,-1150000,19340633,
HOSE,L10,2022-11-22,0,0,0,0,0,0,4723147,
HOSE,LAF,2022-11-22,0,0,0,0,0,0,6935865,
HOSE,CHP,2022-11-22,0,0,0,398899200,0,-398899200,6935865,
HOSE,EVG,2022-11-22,0,0,0,8932000,0,-8932000,105276447,
HOSE,BMC,2022-11-22,800,9240000,1100,12705000,-300,-3465000,5285587,
HOSE,ACG,2022-11-22,300,10770000,600,21540000,-300,-10770000,15524342,
HOSE,THG,2022-11-22,300,10635000,600,21270000,-300,-10635000,9649160,
HOSE,NHT,2022-11-22,0,0,400,5760000,-400,-5760000,8359563,
HOSE,TNI,2022-11-22,0,0,500,1525000,-500,-1525000,25565990,
HOSE,VPG,2022-11-22,1700,22695000,2250,30037500,-550,-7342500,38904033,
HOSE,AGG,2022-11-22,1400,46900000,2100,70350000,-700,-23450000,50338450,
HOSE,OGC,2022-11-22,3400,23800000,4300,30100000,-900,-6300000,146516658,
HOSE,CMX,2022-11-22,9000,59400000,9901,65346600,-901,-5946600,40914766,
HOSE,FUCVREIT,2022-11-22,0,0,1000,6890000,-1000,-6890000,2347610,
HOSE,HMC,2022-11-22,0,0,1000,8900000,-1000,-8900000,2347610,
HOSE,ACC,2022-11-22,0,0,1000,10850000,-1000,-10850000,42689787,
HOSE,SC5,2022-11-22,0,0,1100,17820000,-1100,-17820000,6723424,
HOSE,VTO,2022-11-22,3100,21700000,4200,29400000,-1100,-7700000,38162625,
HOSE,DQC,2022-11-22,0,0,1300,18590000,-1300,-18590000,16524989,
HOSE,TIP,2022-11-22,700,11025000,2100,33075000,-1400,-22050000,21273357,
HOSE,HSL,2022-11-22,0,0,1600,5952000,-1600,-5952000,16590840,
HOSE,SJF,2022-11-22,1000,3300000,3000,9900000,-2000,-6600000,38290656,
HOSE,PTC,2022-11-22,0,0,2000,9980000,-2000,-9980000,15811732,
HOSE,ACL,2022-11-22,0,0,2100,21735000,-2100,-21735000,18244160,
HOSE,FUEDCMID,2022-11-22,2800,20104000,5000,35900000,-2200,-15796000,1144475,
HOSE,DAG,2022-11-22,0,0,3800,13984000,-3800,-13984000,29020126,
HOSE,HAR,2022-11-22,0,0,4300,14835000,-4300,-14835000,49438985,
HOSE,HID,2022-11-22,0,0,4400,12012000,-4400,-12012000,37083292,
HOSE,ELC,2022-11-22,5300,42400000,9800,78400000,-4500,-36000000,22728956,
HOSE,VSH,2022-11-22,37,1080400,5000,146000000,-4963,-144919600,88456210,
HOSE,PLP,2022-11-22,500,2185000,5700,24909000,-5200,-22724000,33359534,
HOSE,TCR,2022-11-22,7000,19880000,12200,34648000,-5200,-14768000,289216,
HOSE,PHC,2022-11-22,0,0,5300,30740000,-5300,-30740000,24664057,
HOSE,PPC,2022-11-22,3800,47120000,10100,125240000,-6300,-78120000,117218454,
HOSE,CTS,2022-11-22,10200,91290000,16810,150449500,-6610,-59159500,70085560,
HOSE,SZC,2022-11-22,5900,155465000,12600,332010000,-6700,-176545000,46186840,
HOSE,HAH,2022-11-22,59070,1662820500,66460,1870849000,-7390,-208028500,24466883,
HOSE,NHA,2022-11-22,900,9540000,8400,89040000,-7500,-79500000,20447791,
HOSE,YEG,2022-11-22,2000,18300000,10300,94245000,-8300,-75945000,26300724,
HOSE,JVC,2022-11-22,4500,14085000,12800,40064000,-8300,-25979000,53620919,
HOSE,IDI,2022-11-22,17800,148630000,26600,222110000,-8800,-73480000,109073220,
HOSE,SAM,2022-11-22,700,4452000,11200,71232000,-10500,-66780000,183442300,
HOSE,TLH,2022-11-22,2600,14664000,13500,76140000,-10900,-61476000,48733611,
HOSE,IJC,2022-11-22,20800,223600000,32400,348300000,-11600,-124700000,92428567,
HOSE,UDC,2022-11-22,6200,39060000,18000,113400000,-11800,-74340000,12819620,
HOSE,DPM,2022-11-22,709000,25524000000,721750,25983000000,-12750,-459000000,120395805,
HOSE,DLG,2022-11-22,0,0,16200,32562000,-16200,-32562000,141344633,
HOSE,HUB,2022-11-22,0,0,22600,293800000,-22600,-293800000,141344633,
HOSE,BSI,2022-11-22,16700,250500000,40100,601500000,-23400,-351000000,117753429,
HOSE,BMI,2022-11-22,5500,108350000,30055,592083500,-24555,-483733500,18398937,
HOSE,FUEKIVFS,2022-11-22,0,0,25000,183750000,-25000,-183750000,803300,
HOSE,DRH,2022-11-22,0,0,27400,90420000,-27400,-90420000,60565759,
HOSE,HQC,2022-11-22,48400,105996000,77500,169725000,-29100,-63729000,226208661,
HOSE,VOS,2022-11-22,1800,13680000,31700,240920000,-29900,-227240000,66932890,
HOSE,TDC,2022-11-22,8400,72660000,42100,364165000,-33700,-291505000,48418750,
HOSE,GVR,2022-11-22,51900,653940000,88405,1113903000,-36505,-459963000,497807420,
HOSE,APH,2022-11-22,6000,43200000,46600,335520000,-40600,-292320000,172690033,
HOSE,FCN,2022-11-22,53100,408870000,97900,753830000,-44800,-344960000,27645542,
HOSE,AMD,2022-11-22,900,1035000,58700,67505000,-57800,-66470000,78164991,
HOSE,LPB,2022-11-22,2750,27390000,69000,687240000,-66250,-659850000,50,
HOSE,HHV,2022-11-22,900,7218000,74500,597490000,-73600,-590272000,124400855,
HOSE,HBC,2022-11-22,21900,174981000,98656,788261440,-76756,-613280440,90533746,
HOSE,VSC,2022-11-22,5000,164500000,85735,2820681500,-80735,-2656181500,53857416,
HOSE,GAS,2022-11-22,76400,8342880000,165900,18116280000,-89500,-9773400000,880324951,
HOSE,SSB,2022-11-22,29900,891020000,127700,3805460000,-97800,-2914440000,95381786,
HOSE,SHB,2022-11-22,204200,2123680000,305600,3178240000,-101400,-1054560000,662230049,
HOSE,HAX,2022-11-22,7873,115733100,116900,1718430000,-109027,-1602696900,10713273,
HOSE,GIL,2022-11-22,1900,39330000,115713,2395259100,-113813,-2355929100,31987103,
HOSE,BAF,2022-11-22,9100,158795000,125600,2191720000,-116500,-2032925000,70669644,
HOSE,HCM,2022-11-22,178300,3387700000,299527,5691013000,-121227,-2303313000,37930736,
HOSE,LDG,2022-11-22,6100,26230000,146500,629950000,-140400,-603720000,117924278,
HOSE,SCR,2022-11-22,32400,165564000,179700,918267000,-147300,-752703000,189341943,
HOSE,PTB,2022-11-22,21200,791820000,187960,7020306000,-166760,-6228486000,5611868,
HOSE,LCG,2022-11-22,4500,25200000,175500,982800000,-171000,-957600000,91145729,
HOSE,NLG,2022-11-22,3132700,72365370000,3320300,76698930000,-187600,-4333560000,24847681,
HOSE,NTL,2022-11-22,0,0,260800,4381440000,-260800,-4381440000,22598895,
HOSE,VCB,2022-11-22,1126000,82761000000,1424200,104678700000,-298200,-21917700000,302314308,
HOSE,DIG,2022-11-22,388200,5046600000,802405,10431265000,-414205,-5384665000,273893359,
HOSE,PC1,2022-11-22,175800,2847960000,613727,9942377400,-437927,-7094417400,103797771,
HOSE,FTS,2022-11-22,20639,337447650,507720,8301222000,-487081,-7963774350,144918535,
HOSE,CTG,2022-11-22,1204203,28780451700,1802412,43077646800,-598209,-14297195100,131522703,
HOSE,KBC,2022-11-22,514100,8662585000,1201600,20246960000,-687500,-11584375000,246146274,
HOSE,NKG,2022-11-22,68100,626520000,868312,7988470400,-800212,-7361950400,102339784,
HOSE,HSG,2022-11-22,136200,1253040000,1013505,9324246000,-877305,-8071206000,256377239,
HOSE,VND,2022-11-22,1683800,19026940000,2665215,30116929500,-981415,-11089989500,999326076,
HOSE,STB,2022-11-22,2461700,41602730000,3577506,60459851400,-1115806,-18857121400,129537376,
HOSE,HAG,2022-11-22,54300,423540000,1189606,9278926800,-1135306,-8855386800,433582979,
HOSE,NVL,2022-11-22,1534990,38911996500,2717120,68878992000,-1182130,-29966995500,850403394,
HOSE,DGC,2022-11-22,687600,35136360000,2031300,103799430000,-1343700,-68663070000,122691242,
HOSE,DXG,2022-11-22,884500,9021900000,2723705,27781791000,-1839205,-18759891000,140252274,
HOSE,GEX,2022-11-22,160200,2026530000,2050300,25936295000,-1890100,-23909765000,345057303,
HOSE,E1VFVN30,2022-11-22,3239200,52215904000,5329800,85916376000,-2090600,-33700472000,32359420,
