market,ma,ngay,gia_dong_cua,gia_tri_thay_doi,phan_tram_thay_doi,gia_tham_chieu,gia_mo_cua,gia_cao_nhat,gia_thap_nhat,khoi_luong_giao_dich_khop_lenh,gia_tri_giao_dich_khop_lenh,khoi_luong_giao_dich_thoa_thuan,gia_tri_giao_dich_thoa_thuan
HOSE,NKG,2022-11-22,9.2,-0.46,-0.047599999999999996,9.66,9.65,10.15,9.1,12632900,120578000000,0,0
HOSE,GIL,2022-11-22,20.7,-1.05,-0.0483,21.75,22.7,23.0,20.65,3138500,68169000000,0,0
HOSE,GEX,2022-11-22,12.65,-0.65,-0.0489,13.3,13.2,14.0,12.6,24535600,326002000000,0,0
HOSE,TMS,2022-11-22,65.0,-3.8,-0.0552,68.8,68.0,68.0,65.0,300,19000000,0,0
HOSE,VPI,2022-11-22,52.1,-3.1,-0.0562,55.2,58.0,58.0,52.1,5200,280000000,0,0
HOSE,DGW,2022-11-22,37.7,-2.3,-0.0575,40.0,37.3,40.9,37.2,1927300,74215000000,35500,1519400000
HOSE,DHC,2022-11-22,33.9,-2.1,-0.0583,36.0,35.0,35.8,33.5,1525100,52157000000,311000,10876000000
HOSE,DTL,2022-11-22,23.0,-1.5,-0.061200000000000004,24.5,24.5,24.5,23.0,3500,82000000,0,0
HOSE,ANV,2022-11-22,18.1,-1.2,-0.0622,19.3,19.8,20.6,18.1,1842900,35487000000,0,0
HOSE,COM,2022-11-22,29.55,-2.05,-0.0649,31.6,29.55,29.55,29.55,100,2000000,0,0
HOSE,ADG,2022-11-22,27.55,-1.95,-0.0661,29.5,29.55,29.55,27.55,1100,31000000,0,0
HOSE,PDR,2022-11-22,15.95,-1.15,-0.0673,17.1,15.95,15.95,15.95,34900200,556658000000,100500,1602975000
HOSE,CLW,2022-11-22,30.4,-2.2,-0.0675,32.6,30.4,30.4,30.4,100,3000000,0,0
HOSE,SC5,2022-11-22,16.2,-1.2,-0.069,17.4,17.45,17.45,16.2,1300,21000000,0,0
HOSE,HPX,2022-11-22,12.1,-0.9,-0.0692,13.0,12.1,12.1,12.1,61500,744000000,500000,6320000000
HOSE,SSC,2022-11-22,28.85,-2.15,-0.0694,31.0,28.85,28.85,28.85,100,2000000,0,0
HOSE,TCO,2022-11-22,8.3,-0.62,-0.0695,8.92,8.92,8.98,8.3,192500,1633000000,0,0
HOSE,SVI,2022-11-22,66.9,-5.0,-0.0695,71.9,66.9,66.9,66.9,100,6000000,0,0
HOSE,VPG,2022-11-22,13.35,-1.0,-0.0697,14.35,13.35,13.95,13.35,1138400,15267000000,30000,460500000
HOSE,ABT,2022-11-22,30.7,-2.3,-0.0697,33.0,30.7,30.7,30.7,200,6000000,0,0
HOSE,NVL,2022-11-22,25.35,-1.9,-0.0697,27.25,25.35,28.3,25.35,128528300,3289539000000,137700,3490695000
HOSE,HOT,2022-11-22,25.3,-1.9,-0.0699,27.2,26.0,26.0,25.3,1700,43000000,0,0
